"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Nicaragua","Female","2005","UNESCO_UIS Database_Sep2007","Number","457578",""
"Nicaragua","Female","2004","UNESCO_UIS Database_Sep2007","Number","457675",""
"Nicaragua","Female","2003","UNESCO_UIS Database_Sep2007","Number","451859",""
"Nicaragua","Female","2002","UNESCO_UIS Database_Sep2007","Number","451735",""
"Nicaragua","Female","2001","UNESCO_UIS Database_Sep2007","Number","428364",""
"Nicaragua","Female","2000","UNESCO_UIS Database_Sep2007","Number","414509",""
"Nicaragua","Female","1999","UNESCO_UIS Database_Sep2007","Number","409811",""
"Nicaragua","Male","2005","UNESCO_UIS Database_Sep2007","Number","487511",""
"Nicaragua","Male","2004","UNESCO_UIS Database_Sep2007","Number","484282",""
"Nicaragua","Male","2003","UNESCO_UIS Database_Sep2007","Number","475358",""
"Nicaragua","Male","2002","UNESCO_UIS Database_Sep2007","Number","471656",""
"Nicaragua","Male","2001","UNESCO_UIS Database_Sep2007","Number","439706",""
"Nicaragua","Male","2000","UNESCO_UIS Database_Sep2007","Number","423928",""
"Nicaragua","Male","1999","UNESCO_UIS Database_Sep2007","Number","420395",""
"Niger","Female","2005","UNESCO_UIS Database_Sep2007","Number","433928",""
"Niger","Female","2004","UNESCO_UIS Database_Sep2007","Number","395330",""
"Niger","Female","2003","UNESCO_UIS Database_Sep2007","Number","344313",""
"Niger","Female","2002","UNESCO_UIS Database_Sep2007","Number","302566",""
"Niger","Female","2001","UNESCO_UIS Database_Sep2007","Number","259756",""
"Niger","Female","2000","UNESCO_UIS Database_Sep2007","Number","228017",""
"Niger","Female","1999","UNESCO_UIS Database_Sep2007","Number","207559",""
"Niger","Male","2005","UNESCO_UIS Database_Sep2007","Number","630128",""
"Niger","Male","2004","UNESCO_UIS Database_Sep2007","Number","584703",""
"Niger","Male","2003","UNESCO_UIS Database_Sep2007","Number","513279",""
"Niger","Male","2002","UNESCO_UIS Database_Sep2007","Number","458421",""
"Niger","Male","2001","UNESCO_UIS Database_Sep2007","Number","396833",""
"Niger","Male","2000","UNESCO_UIS Database_Sep2007","Number","351469",""
"Niger","Male","1999","UNESCO_UIS Database_Sep2007","Number","322247",""
"Nigeria","Female","2005","UNESCO_UIS Database_Sep2007","Number","9993466",""
"Nigeria","Female","2004","UNESCO_UIS Database_Sep2007","Number","9442323",""
"Nigeria","Female","2003","UNESCO_UIS Database_Sep2007","Number","9288715","3"
"Nigeria","Female","2000","UNESCO_UIS Database_Sep2007","Number","8241005","3"
"Nigeria","Female","1999","UNESCO_UIS Database_Sep2007","Number","7848574",""
"Nigeria","Male","2005","UNESCO_UIS Database_Sep2007","Number","12273941",""
"Nigeria","Male","2004","UNESCO_UIS Database_Sep2007","Number","11667680",""
"Nigeria","Male","2003","UNESCO_UIS Database_Sep2007","Number","11648034",""
"Nigeria","Male","2000","UNESCO_UIS Database_Sep2007","Number","10561356",""
"Nigeria","Male","1999","UNESCO_UIS Database_Sep2007","Number","10058434",""
"Niue","Female","2005","UNESCO_UIS Database_Sep2007","Number","90",""
"Niue","Female","2004","UNESCO_UIS Database_Sep2007","Number","94",""
"Niue","Female","2001","UNESCO_UIS Database_Sep2007","Number","107",""
"Niue","Female","2000","UNESCO_UIS Database_Sep2007","Number","115","3"
"Niue","Female","1999","UNESCO_UIS Database_Sep2007","Number","124",""
"Niue","Male","2005","UNESCO_UIS Database_Sep2007","Number","88",""
"Niue","Male","2004","UNESCO_UIS Database_Sep2007","Number","90",""
"Niue","Male","2001","UNESCO_UIS Database_Sep2007","Number","127",""
"Niue","Male","2000","UNESCO_UIS Database_Sep2007","Number","135","4"
"Niue","Male","1999","UNESCO_UIS Database_Sep2007","Number","144",""
"Norway","Female","2005","UNESCO_UIS Database_Sep2007","Number","209309",""
"Norway","Female","2004","UNESCO_UIS Database_Sep2007","Number","210447",""
"Norway","Female","2003","UNESCO_UIS Database_Sep2007","Number","210432",""
"Norway","Female","2002","UNESCO_UIS Database_Sep2007","Number","209100",""
"Norway","Female","2001","UNESCO_UIS Database_Sep2007","Number","207656",""
"Norway","Female","2000","UNESCO_UIS Database_Sep2007","Number","204623",""
"Norway","Female","1999","UNESCO_UIS Database_Sep2007","Number","200425",""
"Norway","Male","2005","UNESCO_UIS Database_Sep2007","Number","220343",""
"Norway","Male","2004","UNESCO_UIS Database_Sep2007","Number","221898",""
"Norway","Male","2003","UNESCO_UIS Database_Sep2007","Number","222186",""
"Norway","Male","2002","UNESCO_UIS Database_Sep2007","Number","220345",""
"Norway","Male","2001","UNESCO_UIS Database_Sep2007","Number","218819",""
"Norway","Male","2000","UNESCO_UIS Database_Sep2007","Number","215182",""
"Norway","Male","1999","UNESCO_UIS Database_Sep2007","Number","211453",""
"Oman","Female","2005","UNESCO_UIS Database_Sep2007","Number","145031",""
"Oman","Female","2004","UNESCO_UIS Database_Sep2007","Number","148862",""
"Oman","Female","2003","UNESCO_UIS Database_Sep2007","Number","152253",""
"Oman","Female","2002","UNESCO_UIS Database_Sep2007","Number","153087",""
"Oman","Female","2001","UNESCO_UIS Database_Sep2007","Number","152782",""
"Oman","Female","2000","UNESCO_UIS Database_Sep2007","Number","151564",""
"Oman","Female","1999","UNESCO_UIS Database_Sep2007","Number","151196",""
"Oman","Male","2005","UNESCO_UIS Database_Sep2007","Number","152089",""
"Oman","Male","2004","UNESCO_UIS Database_Sep2007","Number","157348",""
"Oman","Male","2003","UNESCO_UIS Database_Sep2007","Number","161811",""
"Oman","Male","2002","UNESCO_UIS Database_Sep2007","Number","163546",""
"Oman","Male","2001","UNESCO_UIS Database_Sep2007","Number","164107",""
"Oman","Male","2000","UNESCO_UIS Database_Sep2007","Number","164412",""
"Oman","Male","1999","UNESCO_UIS Database_Sep2007","Number","164361",""
"Pakistan","Female","2005","UNESCO_UIS Database_Sep2007","Number","7218506",""
"Pakistan","Female","2004","UNESCO_UIS Database_Sep2007","Number","6605825",""
"Pakistan","Female","2003","UNESCO_UIS Database_Sep2007","Number","6132096",""
"Pakistan","Female","2002","UNESCO_UIS Database_Sep2007","Number","5670020","3"
"Pakistan","Female","2001","UNESCO_UIS Database_Sep2007","Number","5558843","3"
"Pakistan","Female","2000","UNESCO_UIS Database_Sep2007","Number","5473628","3"
"Pakistan","Male","2005","UNESCO_UIS Database_Sep2007","Number","10039441",""
"Pakistan","Male","2004","UNESCO_UIS Database_Sep2007","Number","9601461",""
"Pakistan","Male","2003","UNESCO_UIS Database_Sep2007","Number","8961864",""
"Pakistan","Male","2002","UNESCO_UIS Database_Sep2007","Number","8819087","8"
"Pakistan","Male","2001","UNESCO_UIS Database_Sep2007","Number","8646111","8"
"Pakistan","Male","2000","UNESCO_UIS Database_Sep2007","Number","8513570","8"
"Palau","Female","2005","UNESCO_UIS Database_Sep2007","Number","920","3"
"Palau","Female","2004","UNESCO_UIS Database_Sep2007","Number","890",""
"Palau","Female","2003","UNESCO_UIS Database_Sep2007","Number","788","3"
"Palau","Female","2000","UNESCO_UIS Database_Sep2007","Number","927",""
"Palau","Female","1999","UNESCO_UIS Database_Sep2007","Number","885",""
"Palau","Male","2005","UNESCO_UIS Database_Sep2007","Number","998",""
"Palau","Male","2004","UNESCO_UIS Database_Sep2007","Number","965",""
"Palau","Male","2003","UNESCO_UIS Database_Sep2007","Number","1021",""
"Palau","Male","2000","UNESCO_UIS Database_Sep2007","Number","1015",""
"Palau","Male","1999","UNESCO_UIS Database_Sep2007","Number","1016",""
"Palestinian Territory, Occupied","Female","2005","UNESCO_UIS Database_Sep2007","Number","188795",""
"Palestinian Territory, Occupied","Female","2004","UNESCO_UIS Database_Sep2007","Number","190386",""
"Palestinian Territory, Occupied","Female","2003","UNESCO_UIS Database_Sep2007","Number","196520",""
"Palestinian Territory, Occupied","Female","2002","UNESCO_UIS Database_Sep2007","Number","197249",""
"Palestinian Territory, Occupied","Female","2001","UNESCO_UIS Database_Sep2007","Number","195692",""
"Palestinian Territory, Occupied","Female","2000","UNESCO_UIS Database_Sep2007","Number","189853",""
"Palestinian Territory, Occupied","Female","1999","UNESCO_UIS Database_Sep2007","Number","180636",""
"Palestinian Territory, Occupied","Male","2005","UNESCO_UIS Database_Sep2007","Number","198343",""
"Palestinian Territory, Occupied","Male","2004","UNESCO_UIS Database_Sep2007","Number","198562",""
"Palestinian Territory, Occupied","Male","2003","UNESCO_UIS Database_Sep2007","Number","204852",""
"Palestinian Territory, Occupied","Male","2002","UNESCO_UIS Database_Sep2007","Number","205121",""
"Palestinian Territory, Occupied","Male","2001","UNESCO_UIS Database_Sep2007","Number","203286",""
"Palestinian Territory, Occupied","Male","2000","UNESCO_UIS Database_Sep2007","Number","198310",""
"Palestinian Territory, Occupied","Male","1999","UNESCO_UIS Database_Sep2007","Number","187685",""
"Panama","Female","2005","UNESCO_UIS Database_Sep2007","Number","207336",""
"Panama","Female","2004","UNESCO_UIS Database_Sep2007","Number","207422",""
"Panama","Female","2003","UNESCO_UIS Database_Sep2007","Number","204456","3"
"Panama","Female","2002","UNESCO_UIS Database_Sep2007","Number","202275",""
"Panama","Female","2001","UNESCO_UIS Database_Sep2007","Number","196750",""
"Panama","Female","2000","UNESCO_UIS Database_Sep2007","Number","192963",""
"Panama","Female","1999","UNESCO_UIS Database_Sep2007","Number","189277",""
"Panama","Male","2005","UNESCO_UIS Database_Sep2007","Number","222816",""
"Panama","Male","2004","UNESCO_UIS Database_Sep2007","Number","222415",""
"Panama","Male","2003","UNESCO_UIS Database_Sep2007","Number","220044",""
"Panama","Male","2002","UNESCO_UIS Database_Sep2007","Number","217629",""
"Panama","Male","2001","UNESCO_UIS Database_Sep2007","Number","211499",""
"Panama","Male","2000","UNESCO_UIS Database_Sep2007","Number","207445",""
"Panama","Male","1999","UNESCO_UIS Database_Sep2007","Number","203753",""
"Papua New Guinea","Female","2003","UNESCO_UIS Database_Sep2007","Number","306675","3"
"Papua New Guinea","Female","2002","UNESCO_UIS Database_Sep2007","Number","296181",""
"Papua New Guinea","Female","2001","UNESCO_UIS Database_Sep2007","Number","283829",""
"Papua New Guinea","Female","2000","UNESCO_UIS Database_Sep2007","Number","292018",""
"Papua New Guinea","Female","1999","UNESCO_UIS Database_Sep2007","Number","282957",""
"Papua New Guinea","Male","2003","UNESCO_UIS Database_Sep2007","Number","374111",""
"Papua New Guinea","Male","2002","UNESCO_UIS Database_Sep2007","Number","364244",""
"Papua New Guinea","Male","2001","UNESCO_UIS Database_Sep2007","Number","344529",""
"Papua New Guinea","Male","2000","UNESCO_UIS Database_Sep2007","Number","355786",""
"Papua New Guinea","Male","1999","UNESCO_UIS Database_Sep2007","Number","339871",""
"Paraguay","Female","2004","UNESCO_UIS Database_Sep2007","Number","450166",""
"Paraguay","Female","2003","UNESCO_UIS Database_Sep2007","Number","451897",""
"Paraguay","Female","2002","UNESCO_UIS Database_Sep2007","Number","464332",""
"Paraguay","Female","2001","UNESCO_UIS Database_Sep2007","Number","466187","3"
"Paraguay","Female","2000","UNESCO_UIS Database_Sep2007","Number","465982","3"
"Paraguay","Female","1999","UNESCO_UIS Database_Sep2007","Number","458828","3"
"Paraguay","Male","2004","UNESCO_UIS Database_Sep2007","Number","480751",""
"Paraguay","Male","2003","UNESCO_UIS Database_Sep2007","Number","483825",""
"Paraguay","Male","2002","UNESCO_UIS Database_Sep2007","Number","498329",""
"Paraguay","Male","2001","UNESCO_UIS Database_Sep2007","Number","500361",""
"Paraguay","Male","2000","UNESCO_UIS Database_Sep2007","Number","500494",""
"Paraguay","Male","1999","UNESCO_UIS Database_Sep2007","Number","492653",""
"Peru","Female","2005","UNESCO_UIS Database_Sep2007","Number","2000360",""
"Peru","Female","2004","UNESCO_UIS Database_Sep2007","Number","2026872",""
"Peru","Female","2003","UNESCO_UIS Database_Sep2007","Number","2059100",""
"Peru","Female","2002","UNESCO_UIS Database_Sep2007","Number","2102245",""
"Peru","Female","2001","UNESCO_UIS Database_Sep2007","Number","2119701",""
"Peru","Female","2000","UNESCO_UIS Database_Sep2007","Number","2127138",""
"Peru","Female","1999","UNESCO_UIS Database_Sep2007","Number","2131744",""
"Peru","Male","2005","UNESCO_UIS Database_Sep2007","Number","2077001",""
"Peru","Male","2004","UNESCO_UIS Database_Sep2007","Number","2106514",""
"Peru","Male","2003","UNESCO_UIS Database_Sep2007","Number","2141389",""
"Peru","Male","2002","UNESCO_UIS Database_Sep2007","Number","2180801",""
"Peru","Male","2001","UNESCO_UIS Database_Sep2007","Number","2197667",""
"Peru","Male","2000","UNESCO_UIS Database_Sep2007","Number","2210942",""
"Peru","Male","1999","UNESCO_UIS Database_Sep2007","Number","2217850",""
"Philippines","Female","2005","UNESCO_UIS Database_Sep2007","Number","6360313",""
"Philippines","Female","2004","UNESCO_UIS Database_Sep2007","Number","6319355",""
"Philippines","Female","2003","UNESCO_UIS Database_Sep2007","Number","6300949",""
"Philippines","Female","2002","UNESCO_UIS Database_Sep2007","Number","6241920",""
"Philippines","Female","2001","UNESCO_UIS Database_Sep2007","Number","6240637",""
"Philippines","Female","1999","UNESCO_UIS Database_Sep2007","Number","6114391",""
"Philippines","Male","2005","UNESCO_UIS Database_Sep2007","Number","6723431",""
"Philippines","Male","2004","UNESCO_UIS Database_Sep2007","Number","6698618",""
"Philippines","Male","2003","UNESCO_UIS Database_Sep2007","Number","6669686",""
"Philippines","Male","2002","UNESCO_UIS Database_Sep2007","Number","6584298",""
"Philippines","Male","2001","UNESCO_UIS Database_Sep2007","Number","6519281",""
"Philippines","Male","1999","UNESCO_UIS Database_Sep2007","Number","6388133",""
"Poland","Female","2005","UNESCO_UIS Database_Sep2007","Number","1323311",""
"Poland","Female","2004","UNESCO_UIS Database_Sep2007","Number","1387703",""
"Poland","Female","2003","UNESCO_UIS Database_Sep2007","Number","1449464",""
"Poland","Female","2002","UNESCO_UIS Database_Sep2007","Number","1507176",""
"Poland","Female","2001","UNESCO_UIS Database_Sep2007","Number","1562155",""
"Poland","Female","2000","UNESCO_UIS Database_Sep2007","Number","1606667",""
"Poland","Female","1999","UNESCO_UIS Database_Sep2007","Number","1659090",""
"Poland","Male","2005","UNESCO_UIS Database_Sep2007","Number","1400350",""
"Poland","Male","2004","UNESCO_UIS Database_Sep2007","Number","1467989",""
"Poland","Male","2003","UNESCO_UIS Database_Sep2007","Number","1533606",""
"Poland","Male","2002","UNESCO_UIS Database_Sep2007","Number","1598086",""
"Poland","Male","2001","UNESCO_UIS Database_Sep2007","Number","1659098",""
"Poland","Male","2000","UNESCO_UIS Database_Sep2007","Number","1712055",""
"Poland","Male","1999","UNESCO_UIS Database_Sep2007","Number","1774672",""
"Portugal","Female","2005","UNESCO_UIS Database_Sep2007","Number","358499",""
"Portugal","Female","2004","UNESCO_UIS Database_Sep2007","Number","360436",""
"Portugal","Female","2003","UNESCO_UIS Database_Sep2007","Number","364826",""
"Portugal","Female","2002","UNESCO_UIS Database_Sep2007","Number","368343",""
"Portugal","Female","2001","UNESCO_UIS Database_Sep2007","Number","387950",""
"Portugal","Female","2000","UNESCO_UIS Database_Sep2007","Number","387058",""
"Portugal","Female","1999","UNESCO_UIS Database_Sep2007","Number","389102",""
"Portugal","Male","2005","UNESCO_UIS Database_Sep2007","Number","394240",""
"Portugal","Male","2004","UNESCO_UIS Database_Sep2007","Number","398040",""
"Portugal","Male","2003","UNESCO_UIS Database_Sep2007","Number","403046",""
"Portugal","Male","2002","UNESCO_UIS Database_Sep2007","Number","401567",""
"Portugal","Male","2001","UNESCO_UIS Database_Sep2007","Number","413595",""
"Portugal","Male","2000","UNESCO_UIS Database_Sep2007","Number","423938",""
"Portugal","Male","1999","UNESCO_UIS Database_Sep2007","Number","426129",""
"Qatar","Female","2005","UNESCO_UIS Database_Sep2007","Number","34073",""
"Qatar","Female","2004","UNESCO_UIS Database_Sep2007","Number","31689",""
"Qatar","Female","2003","UNESCO_UIS Database_Sep2007","Number","32117",""
"Qatar","Female","2002","UNESCO_UIS Database_Sep2007","Number","30803",""
"Qatar","Female","2001","UNESCO_UIS Database_Sep2007","Number","30462",""
"Qatar","Female","2000","UNESCO_UIS Database_Sep2007","Number","29433",""
"Qatar","Female","1999","UNESCO_UIS Database_Sep2007","Number","29159",""
"Qatar","Male","2005","UNESCO_UIS Database_Sep2007","Number","35918",""
"Qatar","Male","2004","UNESCO_UIS Database_Sep2007","Number","33662",""
"Qatar","Male","2003","UNESCO_UIS Database_Sep2007","Number","34356",""
"Qatar","Male","2002","UNESCO_UIS Database_Sep2007","Number","33452",""
"Qatar","Male","2001","UNESCO_UIS Database_Sep2007","Number","32003",""
"Qatar","Male","2000","UNESCO_UIS Database_Sep2007","Number","31634",""
"Qatar","Male","1999","UNESCO_UIS Database_Sep2007","Number","31830",""
"Republic of Moldova","Female","2005","UNESCO_UIS Database_Sep2007","Number","89274",""
"Republic of Moldova","Female","2004","UNESCO_UIS Database_Sep2007","Number","98087",""
