"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Czech Republic","Male","1999","UNESCO_UIS Database_Sep2007","Number","337049",""
"Denmark","Female","2005","UNESCO_UIS Database_Sep2007","Number","201679",""
"Denmark","Female","2004","UNESCO_UIS Database_Sep2007","Number","204386",""
"Denmark","Female","2003","UNESCO_UIS Database_Sep2007","Number","203324","3"
"Denmark","Female","2002","UNESCO_UIS Database_Sep2007","Number","202262",""
"Denmark","Female","2001","UNESCO_UIS Database_Sep2007","Number","192701",""
"Denmark","Female","2000","UNESCO_UIS Database_Sep2007","Number","186850",""
"Denmark","Female","1999","UNESCO_UIS Database_Sep2007","Number","180839",""
"Denmark","Male","2005","UNESCO_UIS Database_Sep2007","Number","212424",""
"Denmark","Male","2004","UNESCO_UIS Database_Sep2007","Number","215420",""
"Denmark","Male","2003","UNESCO_UIS Database_Sep2007","Number","214182",""
"Denmark","Male","2002","UNESCO_UIS Database_Sep2007","Number","212943",""
"Denmark","Male","2001","UNESCO_UIS Database_Sep2007","Number","203169",""
"Denmark","Male","2000","UNESCO_UIS Database_Sep2007","Number","197347",""
"Denmark","Male","1999","UNESCO_UIS Database_Sep2007","Number","190855",""
"Djibouti","Female","2005","UNESCO_UIS Database_Sep2007","Number","22582",""
"Djibouti","Female","2004","UNESCO_UIS Database_Sep2007","Number","21316",""
"Djibouti","Female","2003","UNESCO_UIS Database_Sep2007","Number","20185","3"
"Djibouti","Female","2002","UNESCO_UIS Database_Sep2007","Number","19020",""
"Djibouti","Female","2001","UNESCO_UIS Database_Sep2007","Number","18261",""
"Djibouti","Female","2000","UNESCO_UIS Database_Sep2007","Number","16008",""
"Djibouti","Female","1999","UNESCO_UIS Database_Sep2007","Number","15726",""
"Djibouti","Male","2005","UNESCO_UIS Database_Sep2007","Number","28069",""
"Djibouti","Male","2004","UNESCO_UIS Database_Sep2007","Number","27397",""
"Djibouti","Male","2003","UNESCO_UIS Database_Sep2007","Number","26379",""
"Djibouti","Male","2002","UNESCO_UIS Database_Sep2007","Number","25301",""
"Djibouti","Male","2001","UNESCO_UIS Database_Sep2007","Number","24431",""
"Djibouti","Male","2000","UNESCO_UIS Database_Sep2007","Number","22183",""
"Djibouti","Male","1999","UNESCO_UIS Database_Sep2007","Number","22468",""
"Dominica","Female","2005","UNESCO_UIS Database_Sep2007","Number","4596",""
"Dominica","Female","2004","UNESCO_UIS Database_Sep2007","Number","4772",""
"Dominica","Female","2003","UNESCO_UIS Database_Sep2007","Number","5053",""
"Dominica","Female","2002","UNESCO_UIS Database_Sep2007","Number","5275",""
"Dominica","Female","2001","UNESCO_UIS Database_Sep2007","Number","5522",""
"Dominica","Female","2000","UNESCO_UIS Database_Sep2007","Number","5688",""
"Dominica","Female","1999","UNESCO_UIS Database_Sep2007","Number","5816",""
"Dominica","Male","2005","UNESCO_UIS Database_Sep2007","Number","4845",""
"Dominica","Male","2004","UNESCO_UIS Database_Sep2007","Number","5100",""
"Dominica","Male","2003","UNESCO_UIS Database_Sep2007","Number","5407",""
"Dominica","Male","2002","UNESCO_UIS Database_Sep2007","Number","5709",""
"Dominica","Male","2001","UNESCO_UIS Database_Sep2007","Number","5908",""
"Dominica","Male","2000","UNESCO_UIS Database_Sep2007","Number","6086",""
"Dominica","Male","1999","UNESCO_UIS Database_Sep2007","Number","6228",""
"Dominican Republic","Female","2005","UNESCO_UIS Database_Sep2007","Number","617453",""
"Dominican Republic","Female","2004","UNESCO_UIS Database_Sep2007","Number","613314",""
"Dominican Republic","Female","2003","UNESCO_UIS Database_Sep2007","Number","678542","3"
"Dominican Republic","Female","2002","UNESCO_UIS Database_Sep2007","Number","690991",""
"Dominican Republic","Female","2001","UNESCO_UIS Database_Sep2007","Number","693038","3"
"Dominican Republic","Female","2000","UNESCO_UIS Database_Sep2007","Number","659741",""
"Dominican Republic","Female","1999","UNESCO_UIS Database_Sep2007","Number","639538",""
"Dominican Republic","Male","2005","UNESCO_UIS Database_Sep2007","Number","672292",""
"Dominican Republic","Male","2004","UNESCO_UIS Database_Sep2007","Number","668571",""
"Dominican Republic","Male","2003","UNESCO_UIS Database_Sep2007","Number","696082","4"
"Dominican Republic","Male","2002","UNESCO_UIS Database_Sep2007","Number","708853",""
"Dominican Republic","Male","2001","UNESCO_UIS Database_Sep2007","Number","710810",""
"Dominican Republic","Male","2000","UNESCO_UIS Database_Sep2007","Number","703868",""
"Dominican Republic","Male","1999","UNESCO_UIS Database_Sep2007","Number","675804",""
"Ecuador","Female","2005","UNESCO_UIS Database_Sep2007","Number","980216","3"
"Ecuador","Female","2004","UNESCO_UIS Database_Sep2007","Number","975297",""
"Ecuador","Female","2003","UNESCO_UIS Database_Sep2007","Number","975060",""
"Ecuador","Female","2002","UNESCO_UIS Database_Sep2007","Number","973075",""
"Ecuador","Female","2001","UNESCO_UIS Database_Sep2007","Number","960318",""
"Ecuador","Female","2000","UNESCO_UIS Database_Sep2007","Number","943612",""
"Ecuador","Female","1999","UNESCO_UIS Database_Sep2007","Number","932883",""
"Ecuador","Male","2005","UNESCO_UIS Database_Sep2007","Number","1020081",""
"Ecuador","Male","2004","UNESCO_UIS Database_Sep2007","Number","1014368",""
"Ecuador","Male","2003","UNESCO_UIS Database_Sep2007","Number","1012405",""
"Ecuador","Male","2002","UNESCO_UIS Database_Sep2007","Number","1009561",""
"Ecuador","Male","2001","UNESCO_UIS Database_Sep2007","Number","994742",""
"Ecuador","Male","2000","UNESCO_UIS Database_Sep2007","Number","981808",""
"Ecuador","Male","1999","UNESCO_UIS Database_Sep2007","Number","966583",""
"Egypt","Female","2005","UNESCO_UIS Database_Sep2007","Number","4527038",""
"Egypt","Female","2004","UNESCO_UIS Database_Sep2007","Number","3795531","3"
"Egypt","Female","2003","UNESCO_UIS Database_Sep2007","Number","3748768","3"
"Egypt","Female","2002","UNESCO_UIS Database_Sep2007","Number","3721203","3"
"Egypt","Female","2001","UNESCO_UIS Database_Sep2007","Number","3704930","3"
"Egypt","Female","2000","UNESCO_UIS Database_Sep2007","Number","3727936","3"
"Egypt","Female","1999","UNESCO_UIS Database_Sep2007","Number","3775450","3"
"Egypt","Male","2005","UNESCO_UIS Database_Sep2007","Number","5036589",""
"Egypt","Male","2004","UNESCO_UIS Database_Sep2007","Number","4132849",""
"Egypt","Male","2003","UNESCO_UIS Database_Sep2007","Number","4125540",""
"Egypt","Male","2002","UNESCO_UIS Database_Sep2007","Number","4134230",""
"Egypt","Male","2001","UNESCO_UIS Database_Sep2007","Number","4151410",""
"Egypt","Male","2000","UNESCO_UIS Database_Sep2007","Number","4219552",""
"Egypt","Male","1999","UNESCO_UIS Database_Sep2007","Number","4310780",""
"El Salvador","Female","2005","UNESCO_UIS Database_Sep2007","Number","503562",""
"El Salvador","Female","2004","UNESCO_UIS Database_Sep2007","Number","504283",""
"El Salvador","Female","2003","UNESCO_UIS Database_Sep2007","Number","489712",""
"El Salvador","Female","2002","UNESCO_UIS Database_Sep2007","Number","472258",""
"El Salvador","Female","2001","UNESCO_UIS Database_Sep2007","Number","465826",""
"El Salvador","Female","2000","UNESCO_UIS Database_Sep2007","Number","455314",""
"El Salvador","Female","1999","UNESCO_UIS Database_Sep2007","Number","452713",""
"El Salvador","Male","2005","UNESCO_UIS Database_Sep2007","Number","541922",""
"El Salvador","Male","2004","UNESCO_UIS Database_Sep2007","Number","541202",""
"El Salvador","Male","2003","UNESCO_UIS Database_Sep2007","Number","526386",""
"El Salvador","Male","2002","UNESCO_UIS Database_Sep2007","Number","515418",""
"El Salvador","Male","2001","UNESCO_UIS Database_Sep2007","Number","501922",""
"El Salvador","Male","2000","UNESCO_UIS Database_Sep2007","Number","493763",""
"El Salvador","Male","1999","UNESCO_UIS Database_Sep2007","Number","487164",""
"Equatorial Guinea","Female","2005","UNESCO_UIS Database_Sep2007","Number","36917",""
"Equatorial Guinea","Female","2003","UNESCO_UIS Database_Sep2007","Number","36310",""
"Equatorial Guinea","Female","2002","UNESCO_UIS Database_Sep2007","Number","37291",""
"Equatorial Guinea","Female","2001","UNESCO_UIS Database_Sep2007","Number","38315",""
"Equatorial Guinea","Female","2000","UNESCO_UIS Database_Sep2007","Number","35774","3"
"Equatorial Guinea","Female","1999","UNESCO_UIS Database_Sep2007","Number","32969",""
"Equatorial Guinea","Male","2005","UNESCO_UIS Database_Sep2007","Number","38892",""
"Equatorial Guinea","Male","2003","UNESCO_UIS Database_Sep2007","Number","37461",""
"Equatorial Guinea","Male","2002","UNESCO_UIS Database_Sep2007","Number","41099",""
"Equatorial Guinea","Male","2001","UNESCO_UIS Database_Sep2007","Number","40162",""
"Equatorial Guinea","Male","2000","UNESCO_UIS Database_Sep2007","Number","37533","4"
"Equatorial Guinea","Male","1999","UNESCO_UIS Database_Sep2007","Number","41971",""
"Eritrea","Female","2005","UNESCO_UIS Database_Sep2007","Number","167451",""
"Eritrea","Female","2004","UNESCO_UIS Database_Sep2007","Number","165652",""
"Eritrea","Female","2003","UNESCO_UIS Database_Sep2007","Number","159557",""
"Eritrea","Female","2002","UNESCO_UIS Database_Sep2007","Number","146218",""
"Eritrea","Female","2001","UNESCO_UIS Database_Sep2007","Number","134348",""
"Eritrea","Female","2000","UNESCO_UIS Database_Sep2007","Number","132945",""
"Eritrea","Female","1999","UNESCO_UIS Database_Sep2007","Number","118385",""
"Eritrea","Male","2005","UNESCO_UIS Database_Sep2007","Number","210061",""
"Eritrea","Male","2004","UNESCO_UIS Database_Sep2007","Number","209345",""
"Eritrea","Male","2003","UNESCO_UIS Database_Sep2007","Number","199742",""
"Eritrea","Male","2002","UNESCO_UIS Database_Sep2007","Number","184060",""
"Eritrea","Male","2001","UNESCO_UIS Database_Sep2007","Number","164343",""
"Eritrea","Male","2000","UNESCO_UIS Database_Sep2007","Number","162996",""
"Eritrea","Male","1999","UNESCO_UIS Database_Sep2007","Number","143578",""
"Estonia","Female","2005","UNESCO_UIS Database_Sep2007","Number","40998",""
"Estonia","Female","2004","UNESCO_UIS Database_Sep2007","Number","44101",""
"Estonia","Female","2003","UNESCO_UIS Database_Sep2007","Number","47798",""
"Estonia","Female","2002","UNESCO_UIS Database_Sep2007","Number","51876",""
"Estonia","Female","2001","UNESCO_UIS Database_Sep2007","Number","55940",""
"Estonia","Female","2000","UNESCO_UIS Database_Sep2007","Number","59107",""
"Estonia","Female","1999","UNESCO_UIS Database_Sep2007","Number","60698",""
"Estonia","Male","2005","UNESCO_UIS Database_Sep2007","Number","44541",""
"Estonia","Male","2004","UNESCO_UIS Database_Sep2007","Number","47997",""
"Estonia","Male","2003","UNESCO_UIS Database_Sep2007","Number","52373",""
"Estonia","Male","2002","UNESCO_UIS Database_Sep2007","Number","56761",""
"Estonia","Male","2001","UNESCO_UIS Database_Sep2007","Number","61349",""
"Estonia","Male","2000","UNESCO_UIS Database_Sep2007","Number","64299",""
"Estonia","Male","1999","UNESCO_UIS Database_Sep2007","Number","65973",""
"Ethiopia","Female","2005","UNESCO_UIS Database_Sep2007","Number","3686203",""
"Ethiopia","Female","2004","UNESCO_UIS Database_Sep2007","Number","2888807",""
"Ethiopia","Female","2003","UNESCO_UIS Database_Sep2007","Number","2590888",""
"Ethiopia","Female","2002","UNESCO_UIS Database_Sep2007","Number","2472206",""
"Ethiopia","Female","2001","UNESCO_UIS Database_Sep2007","Number","2271302",""
"Ethiopia","Female","2000","UNESCO_UIS Database_Sep2007","Number","1948224",""
"Ethiopia","Female","1999","UNESCO_UIS Database_Sep2007","Number","1660014",""
"Ethiopia","Male","2005","UNESCO_UIS Database_Sep2007","Number","4333084",""
"Ethiopia","Male","2004","UNESCO_UIS Database_Sep2007","Number","3601140",""
"Ethiopia","Male","2003","UNESCO_UIS Database_Sep2007","Number","3426417",""
"Ethiopia","Male","2002","UNESCO_UIS Database_Sep2007","Number","3341611",""
"Ethiopia","Male","2001","UNESCO_UIS Database_Sep2007","Number","3182103",""
"Ethiopia","Male","2000","UNESCO_UIS Database_Sep2007","Number","2925459",""
"Ethiopia","Male","1999","UNESCO_UIS Database_Sep2007","Number","2707915",""
"Federated States of Micronesia","Female","2005","UNESCO_UIS Database_Sep2007","Number","9044",""
"Federated States of Micronesia","Female","2004","UNESCO_UIS Database_Sep2007","Number","9234",""
"Federated States of Micronesia","Male","2005","UNESCO_UIS Database_Sep2007","Number","9749",""
"Federated States of Micronesia","Male","2004","UNESCO_UIS Database_Sep2007","Number","9871",""
"Fiji","Female","2005","UNESCO_UIS Database_Sep2007","Number","54537","3"
"Fiji","Female","2004","UNESCO_UIS Database_Sep2007","Number","54428",""
"Fiji","Female","2003","UNESCO_UIS Database_Sep2007","Number","54826",""
"Fiji","Female","2002","UNESCO_UIS Database_Sep2007","Number","55541",""
"Fiji","Female","2001","UNESCO_UIS Database_Sep2007","Number","55719",""
"Fiji","Female","2000","UNESCO_UIS Database_Sep2007","Number","55115",""
"Fiji","Female","1999","UNESCO_UIS Database_Sep2007","Number","55967",""
"Fiji","Male","2005","UNESCO_UIS Database_Sep2007","Number","59106",""
"Fiji","Male","2004","UNESCO_UIS Database_Sep2007","Number","59021",""
"Fiji","Male","2003","UNESCO_UIS Database_Sep2007","Number","58606",""
"Fiji","Male","2002","UNESCO_UIS Database_Sep2007","Number","58726",""
"Fiji","Male","2001","UNESCO_UIS Database_Sep2007","Number","59593",""
"Fiji","Male","2000","UNESCO_UIS Database_Sep2007","Number","59595",""
"Fiji","Male","1999","UNESCO_UIS Database_Sep2007","Number","59978",""
"Finland","Female","2005","UNESCO_UIS Database_Sep2007","Number","186564",""
"Finland","Female","2004","UNESCO_UIS Database_Sep2007","Number","189451",""
"Finland","Female","2003","UNESCO_UIS Database_Sep2007","Number","191766",""
"Finland","Female","2002","UNESCO_UIS Database_Sep2007","Number","192116",""
"Finland","Female","2001","UNESCO_UIS Database_Sep2007","Number","191542",""
"Finland","Female","2000","UNESCO_UIS Database_Sep2007","Number","189304",""
"Finland","Female","1999","UNESCO_UIS Database_Sep2007","Number","186807",""
"Finland","Male","2005","UNESCO_UIS Database_Sep2007","Number","195221",""
"Finland","Male","2004","UNESCO_UIS Database_Sep2007","Number","198483",""
"Finland","Male","2003","UNESCO_UIS Database_Sep2007","Number","200975",""
"Finland","Male","2002","UNESCO_UIS Database_Sep2007","Number","201151",""
"Finland","Male","2001","UNESCO_UIS Database_Sep2007","Number","200608",""
"Finland","Male","2000","UNESCO_UIS Database_Sep2007","Number","198759",""
"Finland","Male","1999","UNESCO_UIS Database_Sep2007","Number","195939",""
"France","Female","2005","UNESCO_UIS Database_Sep2007","Number","1947457",""
"France","Female","2004","UNESCO_UIS Database_Sep2007","Number","1839492",""
"France","Female","2003","UNESCO_UIS Database_Sep2007","Number","1841972",""
"France","Female","2002","UNESCO_UIS Database_Sep2007","Number","1850538",""
"France","Female","2001","UNESCO_UIS Database_Sep2007","Number","1864022",""
"France","Female","2000","UNESCO_UIS Database_Sep2007","Number","1887082",""
"France","Female","1999","UNESCO_UIS Database_Sep2007","Number","1915052",""
"France","Male","2005","UNESCO_UIS Database_Sep2007","Number","2068033",""
"France","Male","2004","UNESCO_UIS Database_Sep2007","Number","1943705",""
"France","Male","2003","UNESCO_UIS Database_Sep2007","Number","1949583",""
"France","Male","2002","UNESCO_UIS Database_Sep2007","Number","1957201",""
"France","Male","2001","UNESCO_UIS Database_Sep2007","Number","1973880",""
"France","Male","2000","UNESCO_UIS Database_Sep2007","Number","1997478",""
"France","Male","1999","UNESCO_UIS Database_Sep2007","Number","2029175",""
"Gabon","Female","2004","UNESCO_UIS Database_Sep2007","Number","139103","3"
"Gabon","Female","2003","UNESCO_UIS Database_Sep2007","Number","138381",""
"Gabon","Female","2002","UNESCO_UIS Database_Sep2007","Number","139393",""
"Gabon","Female","2001","UNESCO_UIS Database_Sep2007","Number","131728",""
"Gabon","Female","2000","UNESCO_UIS Database_Sep2007","Number","132098","3"
"Gabon","Female","1999","UNESCO_UIS Database_Sep2007","Number","131720",""
"Gabon","Male","2004","UNESCO_UIS Database_Sep2007","Number","142268",""
"Gabon","Male","2003","UNESCO_UIS Database_Sep2007","Number","141435",""
"Gabon","Male","2002","UNESCO_UIS Database_Sep2007","Number","142478",""
"Gabon","Male","2001","UNESCO_UIS Database_Sep2007","Number","133986",""
"Gabon","Male","2000","UNESCO_UIS Database_Sep2007","Number","134123",""
"Gabon","Male","1999","UNESCO_UIS Database_Sep2007","Number","133524",""
"Gambia The","Female","2004","UNESCO_UIS Database_Sep2007","Number","89405",""
"Gambia The","Female","2003","UNESCO_UIS Database_Sep2007","Number","86695",""
"Gambia The","Female","2002","UNESCO_UIS Database_Sep2007","Number","84861",""
"Gambia The","Female","2001","UNESCO_UIS Database_Sep2007","Number","74658",""
"Gambia The","Female","2000","UNESCO_UIS Database_Sep2007","Number","70997",""
"Gambia The","Female","1999","UNESCO_UIS Database_Sep2007","Number","69043",""
"Gambia The","Male","2004","UNESCO_UIS Database_Sep2007","Number","85431",""
"Gambia The","Male","2003","UNESCO_UIS Database_Sep2007","Number","88289",""
"Gambia The","Male","2002","UNESCO_UIS Database_Sep2007","Number","86061",""
"Gambia The","Male","2001","UNESCO_UIS Database_Sep2007","Number","82181",""
"Gambia The","Male","2000","UNESCO_UIS Database_Sep2007","Number","83667",""
"Gambia The","Male","1999","UNESCO_UIS Database_Sep2007","Number","81360",""
"Georgia","Female","2005","UNESCO_UIS Database_Sep2007","Number","163318",""
"Georgia","Female","2004","UNESCO_UIS Database_Sep2007","Number","175045",""
"Georgia","Female","2003","UNESCO_UIS Database_Sep2007","Number","115106",""
"Georgia","Female","2002","UNESCO_UIS Database_Sep2007","Number","123669",""
"Georgia","Female","2001","UNESCO_UIS Database_Sep2007","Number","134927",""
"Georgia","Female","2000","UNESCO_UIS Database_Sep2007","Number","145352",""
"Georgia","Female","1999","UNESCO_UIS Database_Sep2007","Number","147412",""
"Georgia","Male","2005","UNESCO_UIS Database_Sep2007","Number","173753",""
"Georgia","Male","2004","UNESCO_UIS Database_Sep2007","Number","187537",""
"Georgia","Male","2003","UNESCO_UIS Database_Sep2007","Number","123265",""
"Georgia","Male","2002","UNESCO_UIS Database_Sep2007","Number","130361",""
"Georgia","Male","2001","UNESCO_UIS Database_Sep2007","Number","141462",""
"Georgia","Male","2000","UNESCO_UIS Database_Sep2007","Number","153000",""
"Georgia","Male","1999","UNESCO_UIS Database_Sep2007","Number","155076",""
"Germany","Female","2005","UNESCO_UIS Database_Sep2007","Number","1609623",""
"Germany","Female","2004","UNESCO_UIS Database_Sep2007","Number","1607124",""
"Germany","Female","2003","UNESCO_UIS Database_Sep2007","Number","1605518",""
"Germany","Female","2002","UNESCO_UIS Database_Sep2007","Number","1637382",""
"Germany","Female","2001","UNESCO_UIS Database_Sep2007","Number","1708182",""
"Germany","Female","2000","UNESCO_UIS Database_Sep2007","Number","1774110",""
"Germany","Female","1999","UNESCO_UIS Database_Sep2007","Number","1827451",""
"Germany","Male","2005","UNESCO_UIS Database_Sep2007","Number","1696513",""
"Germany","Male","2004","UNESCO_UIS Database_Sep2007","Number","1698262",""
"Germany","Male","2003","UNESCO_UIS Database_Sep2007","Number","1698219",""
"Germany","Male","2002","UNESCO_UIS Database_Sep2007","Number","1735794",""
"Germany","Male","2001","UNESCO_UIS Database_Sep2007","Number","1810869",""
"Germany","Male","2000","UNESCO_UIS Database_Sep2007","Number","1881749",""
"Germany","Male","1999","UNESCO_UIS Database_Sep2007","Number","1940009",""
"Ghana","Female","2005","UNESCO_UIS Database_Sep2007","Number","1403988",""
"Ghana","Female","2004","UNESCO_UIS Database_Sep2007","Number","1270497",""
"Ghana","Female","2003","UNESCO_UIS Database_Sep2007","Number","1219356",""
"Ghana","Female","2002","UNESCO_UIS Database_Sep2007","Number","1227284",""
"Ghana","Female","2001","UNESCO_UIS Database_Sep2007","Number","1175391",""
"Ghana","Female","2000","UNESCO_UIS Database_Sep2007","Number","1207888",""
"Ghana","Female","1999","UNESCO_UIS Database_Sep2007","Number","1116247",""
"Ghana","Male","2005","UNESCO_UIS Database_Sep2007","Number","1525548",""
"Ghana","Male","2004","UNESCO_UIS Database_Sep2007","Number","1408415",""
"Ghana","Male","2003","UNESCO_UIS Database_Sep2007","Number","1299916",""
"Ghana","Male","2002","UNESCO_UIS Database_Sep2007","Number","1359150",""
"Ghana","Male","2001","UNESCO_UIS Database_Sep2007","Number","1302599",""
"Ghana","Male","2000","UNESCO_UIS Database_Sep2007","Number","1352998",""
"Ghana","Male","1999","UNESCO_UIS Database_Sep2007","Number","1261197",""
"Gibraltar","Female","2001","UNESCO_UIS Database_Sep2007","Number","1140",""
"Gibraltar","Female","2000","UNESCO_UIS Database_Sep2007","Number","1135",""
"Gibraltar","Female","1999","UNESCO_UIS Database_Sep2007","Number","1058",""
"Gibraltar","Male","2001","UNESCO_UIS Database_Sep2007","Number","1237",""
"Gibraltar","Male","2000","UNESCO_UIS Database_Sep2007","Number","1231",""
"Gibraltar","Male","1999","UNESCO_UIS Database_Sep2007","Number","1549",""
"Greece","Female","2005","UNESCO_UIS Database_Sep2007","Number","315049",""
"Greece","Female","2004","UNESCO_UIS Database_Sep2007","Number","317174",""
"Greece","Female","2003","UNESCO_UIS Database_Sep2007","Number","315316",""
"Greece","Female","2002","UNESCO_UIS Database_Sep2007","Number","312302",""
"Greece","Female","2001","UNESCO_UIS Database_Sep2007","Number","308170",""
"Greece","Female","2000","UNESCO_UIS Database_Sep2007","Number","312455",""
"Greece","Female","1999","UNESCO_UIS Database_Sep2007","Number","312710",""
"Greece","Male","2005","UNESCO_UIS Database_Sep2007","Number","335193",""
"Greece","Male","2004","UNESCO_UIS Database_Sep2007","Number","340318",""
"Greece","Male","2003","UNESCO_UIS Database_Sep2007","Number","336736",""
"Greece","Male","2002","UNESCO_UIS Database_Sep2007","Number","334041",""
"Greece","Male","2001","UNESCO_UIS Database_Sep2007","Number","328290",""
"Greece","Male","2000","UNESCO_UIS Database_Sep2007","Number","332858",""
"Greece","Male","1999","UNESCO_UIS Database_Sep2007","Number","332824",""
"Grenada","Female","2005","UNESCO_UIS Database_Sep2007","Number","7825","3"
"Grenada","Female","2004","UNESCO_UIS Database_Sep2007","Number","7691",""
"Grenada","Female","2003","UNESCO_UIS Database_Sep2007","Number","8234",""
"Grenada","Female","2002","UNESCO_UIS Database_Sep2007","Number","8402",""
"Grenada","Female","2001","UNESCO_UIS Database_Sep2007","Number","7729",""
"Grenada","Female","2000","UNESCO_UIS Database_Sep2007","Number","7886",""
"Grenada","Male","2005","UNESCO_UIS Database_Sep2007","Number","8247",""
"Grenada","Male","2004","UNESCO_UIS Database_Sep2007","Number","8128",""
"Grenada","Male","2003","UNESCO_UIS Database_Sep2007","Number","8364",""
"Grenada","Male","2002","UNESCO_UIS Database_Sep2007","Number","8976",""
"Grenada","Male","2001","UNESCO_UIS Database_Sep2007","Number","8245",""
"Grenada","Male","2000","UNESCO_UIS Database_Sep2007","Number","8292",""
"Guatemala","Female","2005","UNESCO_UIS Database_Sep2007","Number","1116509",""
"Guatemala","Female","2004","UNESCO_UIS Database_Sep2007","Number","1082999",""
"Guatemala","Female","2003","UNESCO_UIS Database_Sep2007","Number","1031791","3"
"Guatemala","Female","2002","UNESCO_UIS Database_Sep2007","Number","980582",""
"Guatemala","Female","2001","UNESCO_UIS Database_Sep2007","Number","926511",""
"Guatemala","Female","2000","UNESCO_UIS Database_Sep2007","Number","893508",""
"Guatemala","Female","1999","UNESCO_UIS Database_Sep2007","Number","840621",""
"Guatemala","Male","2005","UNESCO_UIS Database_Sep2007","Number","1228792",""
"Guatemala","Male","2004","UNESCO_UIS Database_Sep2007","Number","1197707",""
"Guatemala","Male","2003","UNESCO_UIS Database_Sep2007","Number","1146409",""
"Guatemala","Male","2002","UNESCO_UIS Database_Sep2007","Number","1095112",""
"Guatemala","Male","2001","UNESCO_UIS Database_Sep2007","Number","1045028",""
"Guatemala","Male","2000","UNESCO_UIS Database_Sep2007","Number","1015881",""
"Guatemala","Male","1999","UNESCO_UIS Database_Sep2007","Number","983368",""
"Guinea","Female","2005","UNESCO_UIS Database_Sep2007","Number","531987",""
"Guinea","Female","2004","UNESCO_UIS Database_Sep2007","Number","497122",""
"Guinea","Female","2003","UNESCO_UIS Database_Sep2007","Number","458116",""
"Guinea","Female","2002","UNESCO_UIS Database_Sep2007","Number","419556",""
"Guinea","Female","2001","UNESCO_UIS Database_Sep2007","Number","350446",""
"Guinea","Female","2000","UNESCO_UIS Database_Sep2007","Number","314778",""
"Guinea","Female","1999","UNESCO_UIS Database_Sep2007","Number","276708",""
"Guinea","Male","2005","UNESCO_UIS Database_Sep2007","Number","674756",""
"Guinea","Male","2004","UNESCO_UIS Database_Sep2007","Number","650266",""
"Guinea","Male","2003","UNESCO_UIS Database_Sep2007","Number","615342",""
"Guinea","Male","2002","UNESCO_UIS Database_Sep2007","Number","578089",""
"Guinea","Male","2001","UNESCO_UIS Database_Sep2007","Number","503177",""
"Guinea","Male","2000","UNESCO_UIS Database_Sep2007","Number","475719",""
"Guinea","Male","1999","UNESCO_UIS Database_Sep2007","Number","449853",""
"Guinea-Bissau","Female","2001","UNESCO_UIS Database_Sep2007","Number","62379","3"
"Guinea-Bissau","Female","2000","UNESCO_UIS Database_Sep2007","Number","60391",""
"Guinea-Bissau","Female","1999","UNESCO_UIS Database_Sep2007","Number","58495","3"
"Guinea-Bissau","Male","2001","UNESCO_UIS Database_Sep2007","Number","92654",""
"Guinea-Bissau","Male","2000","UNESCO_UIS Database_Sep2007","Number","89650",""
"Guinea-Bissau","Male","1999","UNESCO_UIS Database_Sep2007","Number","86793",""
"Guyana","Female","2005","UNESCO_UIS Database_Sep2007","Number","57203",""
"Guyana","Female","2004","UNESCO_UIS Database_Sep2007","Number","55822","3"
"Guyana","Female","2003","UNESCO_UIS Database_Sep2007","Number","54270",""
"Guyana","Female","2002","UNESCO_UIS Database_Sep2007","Number","53252","3"
"Guyana","Female","2001","UNESCO_UIS Database_Sep2007","Number","53428",""
"Guyana","Female","2000","UNESCO_UIS Database_Sep2007","Number","52939",""
"Guyana","Female","1999","UNESCO_UIS Database_Sep2007","Number","52509",""
"Guyana","Male","2005","UNESCO_UIS Database_Sep2007","Number","59553",""
"Guyana","Male","2004","UNESCO_UIS Database_Sep2007","Number","58815",""
"Guyana","Male","2003","UNESCO_UIS Database_Sep2007","Number","56558",""
"Guyana","Male","2002","UNESCO_UIS Database_Sep2007","Number","55760",""
"Guyana","Male","2001","UNESCO_UIS Database_Sep2007","Number","55864",""
"Guyana","Male","2000","UNESCO_UIS Database_Sep2007","Number","55970",""
"Guyana","Male","1999","UNESCO_UIS Database_Sep2007","Number","54698",""
"Honduras","Female","2005","UNESCO_UIS Database_Sep2007","Number","621578","3"
"Honduras","Female","2004","UNESCO_UIS Database_Sep2007","Number","616386",""
"Honduras","Female","2001","UNESCO_UIS Database_Sep2007","Number","553436","3"
"Honduras","Female","2000","UNESCO_UIS Database_Sep2007","Number","543222",""
"Honduras","Male","2005","UNESCO_UIS Database_Sep2007","Number","646572",""
"Honduras","Male","2004","UNESCO_UIS Database_Sep2007","Number","640972",""
"Honduras","Male","2001","UNESCO_UIS Database_Sep2007","Number","562143",""
"Honduras","Male","2000","UNESCO_UIS Database_Sep2007","Number","551570",""
"Hong Kong SAR","Female","2005","UNESCO_UIS Database_Sep2007","Number","216730",""
"Hong Kong SAR","Female","2004","UNESCO_UIS Database_Sep2007","Number","227268",""
"Hong Kong SAR","Female","2003","UNESCO_UIS Database_Sep2007","Number","234440",""
"Hong Kong SAR","Female","2002","UNESCO_UIS Database_Sep2007","Number","239015",""
"Hong Kong SAR","Female","2001","UNESCO_UIS Database_Sep2007","Number","239442",""
